Question,question_text,Image ID,Response
Other,How many houses can you see in this image?,314221116878678_1,7
Other,How many houses can you see in this image?,314221116878678_1,7
Other,How many houses can you see in this image?,314221116878678_1,7
Other,How many houses can you see in this image?,314221116878678_1,7
Other,How many houses can you see in this image?,314221116878678_1,7
Other,How many houses can you see in this image?,314221116878678_1,7
Other,How many houses can you see in this image?,740967223807826_1,6
Other,How many houses can you see in this image?,740967223807826_1,6
Other,How many houses can you see in this image?,740967223807826_1,6
Other,How many houses can you see in this image?,740967223807826_1,6
Other,How many houses can you see in this image?,740967223807826_1,6
Other,How many houses can you see in this image?,740967223807826_1,6
Other,How many houses can you see in this image?,740967223807826_1,6
Other,How many houses can you see in this image?,740967223807826_1,6
Other,How many houses can you see in this image?,740967223807826_1,6
Other,How many houses can you see in this image?,740967223807826_1,6
Other,How many houses can you see in this image?,329580798809724_1,6
Other,How many houses can you see in this image?,329580798809724_1,6
Other,How many houses can you see in this image?,329580798809724_1,6
Other,How many houses can you see in this image?,329580798809724_1,6
Other,How many houses can you see in this image?,329580798809724_1,6
Other,How many houses can you see in this image?,329580798809724_1,6
Other,How many houses can you see in this image?,329580798809724_1,6
Other,How many houses can you see in this image?,329580798809724_1,6
Other,How many houses can you see in this image?,329580798809724_1,6
Other,How many houses can you see in this image?,329580798809724_1,6
Other,How many houses can you see in this image?,735866034374916_2,7
Other,How many houses can you see in this image?,735866034374916_2,7
Other,How many houses can you see in this image?,735866034374916_2,7
Other,How many houses can you see in this image?,735866034374916_2,7
Other,How many houses can you see in this image?,735866034374916_2,7
Other,How many houses can you see in this image?,735866034374916_2,7
Other,How many houses can you see in this image?,735866034374916_2,7
Other,How many houses can you see in this image?,735866034374916_2,7
Other,How many houses can you see in this image?,735866034374916_2,7
Other,How many houses can you see in this image?,735866034374916_2,7
